id,text,main_emotion,self_report_anger,self_report_fear,self_report_sadness,encoder_anger,encoder_fear,encoder_sadness,nli_anger,nli_fear,nli_sadness,decoder_anger,decoder_fear,decoder_sadness,decoder_reasoning,decoder_raw
40,"At this moment I feel very angry about all the people that are still going out for reasons that are not necessary! I'm absolutely disgusted with how selfish people are being currently. We all need to stay in and play our part to get over this awful situation but people think they are above the rules and guidelines and this is really starting to piss me off! I fear that if people don't start behaving, then our right to go outside and exercise will be taken away and I know I will suffer mentally if this happens. ",anger,8,6,5,0.3513513207435608,0.3229994475841522,0.028820661827921867,0.9999245405197144,0.0006891950033605099,5.990706631564535e-05,True,True,False,The text expresses strong negative emotions of anger towards others' behavior and fear regarding potential loss of freedom due to social distancing measures.,"```json
{""anger"": true, ""fear"": true, ""sadness"": false, ""reasoning"": ""The text expresses strong negative emotions of anger towards others' behavior and fear regarding potential loss of freedom due to social distancing measures.""}
```"
41,"very sad and fear for the future. People need to say at home to avoid catching this further. 
People need to listen and follow the rules.
Very uspet for people who have had this, there needs to be a cure to aviod this spreading further and  further all over the world.
The government need to be honest in this situation and lockdown should of been last month. this has meant this has spread. All scientists need to work together to solve this problem.
The media needs to stop spreading panic in the world. They created panic buying.
",sadness,4,2,2,0.005376733373850584,0.17890645563602448,0.308693528175354,0.019050898030400276,0.9990302324295044,0.999419629573822,False,True,True,"The text expresses concern about the spread of an unspecified disease, mentions the need for social distancing, and criticizes various aspects such as government actions, media coverage, and scientific collaboration. The overall tone is one of worry and frustration.","```json
{""anger"": false, ""fear"": true, ""sadness"": true, ""reasoning"": ""The text expresses concern about the spread of an unspecified disease, mentions the need for social distancing, and criticizes various aspects such as government actions, media coverage, and scientific collaboration. The overall tone is one of worry and frustration.""}
```"
42,"At this moment, I am feeling incredibly bored by the whole ever-evolving Coronavirus situation. I live alone so have had to self-isolate by myself in a small studio flat and it is a lonely and experience. I miss human contact. The unknown unknown of when we will actually get to experience normal life again also makes me very angry about the Corona situation. I am also anxious about the wider global context of Coronavirus and the last effects it might have on me, my friends and family, and those around me. ",fear,7,8,4,0.02519615739583969,0.07435057312250137,0.3392504155635834,0.9751781821250916,0.007274958770722151,0.1057172417640686,True,True,False,The text expresses anger due to the frustration felt at being isolated during the pandemic and anxiety regarding its impact on others.,"```json
{""anger"": true, ""fear"": true, ""sadness"": false, ""reasoning"": ""The text expresses anger due to the frustration felt at being isolated during the pandemic and anxiety regarding its impact on others.""}
```"
43,I think I have quite mixed emotions really. I am enjoying spending more time with my family. I don't really mind being stuck at home at all and I'm happy to use Facetime to chat with my extended family. On the other hand I'm really annoyed about the way NHS staff have been treated by the government and the hypocritical way they are being praised while being denied what they need to stay safe. I'm also quite fed up with social media and am making an effort to avoid it. There are too many people with misdirected anger - having a go at their neighbours.,anger,7,4,4,0.0773501992225647,0.0010107436683028936,0.015596152283251286,0.9099469780921936,0.0007138379151001573,0.00042554308311082423,True,False,False,"The text expresses enjoyment of spending time with family, annoyance towards NHS staff treatment, and frustration with social media usage. The overall tone is predominantly positive and constructive.","```json
{""anger"": true, ""fear"": false, ""sadness"": false, ""reasoning"": ""The text expresses enjoyment of spending time with family, annoyance towards NHS staff treatment, and frustration with social media usage. The overall tone is predominantly positive and constructive.""}
```"
44,"It is very scary, especially because of the vulnerability of my family, but it can be overcome, however it is scary and annoying to see youths still going out with their friends and people underestimating the severity of the disease especially to vulnerable people. Not only this but some people lie and think it is made up or are too engrossed in the politics and don't understand the normal people being affected by it, dying and being extremely subdued. However personally for me it is awful because of the regime and how difficult it is to adapt to living in isolation, not going out or seeing friends and family or loved ones, or being able to exercise properly or educate and the countless hours spent infront of a computer",fear,7,8,3,0.011750850826501846,0.7589192986488342,0.02897418849170208,0.08502304553985596,0.9995362758636475,0.9731897711753845,False,True,True,"The text expresses fear due to the seriousness of the situation, mentions vulnerabilities, and discusses societal issues like youth behavior and political engagement. It also conveys sadness about personal difficulties such as adapting to isolation and exercising limitations imposed by the regime.","```json
{""anger"": false, ""fear"": true, ""sadness"": true, ""reasoning"": ""The text expresses fear due to the seriousness of the situation, mentions vulnerabilities, and discusses societal issues like youth behavior and political engagement. It also conveys sadness about personal difficulties such as adapting to isolation and exercising limitations imposed by the regime.""}
```"
45,"I just feel like it is spreading way too fast, as I work in a supermarket, I have to walk past people in a daily basis despite lockdown. 

I would be much happier if more people followed the lockdown advice given by the government. I still keep seeing people sitting on their street drinking beer and not having a care in the world. 

People seem to go from being mildly ill one day to requiring hospital treatment the next day. 

I hope the vaccine for Cov is ready sooner than the predicted timeline of 18 months. Too many people have already died from it. ",sadness,3,2,7,0.0017658433644101024,0.004377745557576418,0.10164651274681091,0.857171356678009,0.9993999600410461,0.9950562715530396,False,True,True,"The text expresses concern about the spread of the virus, dissatisfaction with some behaviors during lockdown, and worry about the vaccine timeline, indicating a mix of emotions.","```json
{
  ""anger"": false,
  ""fear"": true,
  ""sadness"": true,
  ""reasoning"": ""The text expresses concern about the spread of the virus, dissatisfaction with some behaviors during lockdown, and worry about the vaccine timeline, indicating a mix of emotions.""
}
```"
46,"I am angry due to the fact that people are unaware of the fact that Corona virus is a common flu virus and anybody who has got flu in the past will still have it in their body.  There is no test out as yet for covid19 (if there is any virus like that at all).  The figure of people infected is just magnified artificially as """"""""""""""""tested positive"""""""""""""""".  The cause of death despite of being from other health factors/condition is classified as covid death.  This pandemic is a global cover up for something more sinister.",anger,8,2,2,0.4682428538799286,0.00495487404987216,0.006540373899042606,0.9996698498725891,0.987628161907196,0.0003604724770411849,True,True,False,"The text expresses strong negative emotions about the perceived misinformation regarding the coronavirus, including concerns about testing accuracy and the classification of deaths. It also hints at an underlying conspiracy theory, indicating a sense of alarm and distrust towards official information.","```json
{""anger"": true, ""fear"": true, ""sadness"": false, ""reasoning"": ""The text expresses strong negative emotions about the perceived misinformation regarding the coronavirus, including concerns about testing accuracy and the classification of deaths. It also hints at an underlying conspiracy theory, indicating a sense of alarm and distrust towards official information.""}
```"
47,"Right now I feel sad and uncertain about the future. I have lost a little bit of hope and feel anxious about the whole thing. How is something like happening in this day and age (21st century). I just feel sadness wherever I go. It feels like everywhere is deserted and people are too afraid. Kids don’t really understand what is going on. It just feel like I am dreaming, more like a nightmare. But I pray to God this ends very soon so we can all resume on our normal life. 
I haven’t got anymore words to express how I am feeling right now. I have detailed all my emotions/feelings as best as I possibly can. ",sadness,5,8,9,0.00427616760134697,0.06492739170789719,0.7296534180641174,4.7949586587492377e-05,0.6893056631088257,0.999191164970398,False,True,True,"The text expresses feelings of sadness, uncertainty, anxiety, and fear regarding current events and societal conditions.","```json
{""anger"":false,""fear"":true,""sadness"":true,""reasoning"":""The text expresses feelings of sadness, uncertainty, anxiety, and fear regarding current events and societal conditions.""}
```"
48,"I feel really worried and stressed about this whole situation. My job is demanding, i am struggling at home and i am in a bad place. I am not sleeping and my relationships are suffering. I feel anxious all the time and am constantly down.

To top it off i am sad because my cat has gone missing. I feel like my life is going wrong. I don't know how to make it better or get through this. 

My toddler is playing up all the time and my marriage is breaking down too. I never imagined 2020 would be such an awful year.",sadness,2,6,9,0.004672000650316477,0.06422696262598038,0.6955199837684631,0.0005759092746302485,0.999661386013031,0.004485794808715582,False,True,True,"The text expresses significant worry, stress, anxiety, and sadness due to personal challenges including work demands, family issues, relationship problems, and loss of a pet.","```json
{
  ""anger"": false,
  ""fear"": true,
  ""sadness"": true,
  ""reasoning"": ""The text expresses significant worry, stress, anxiety, and sadness due to personal challenges including work demands, family issues, relationship problems, and loss of a pet.""
}
```"
49,"I’m very fearful and worried personally being 37 weeks pregnant. I’m sad that this has overshadowed the last part of my pregnancy and will impact the first few weeks/months of becoming a mother. Selfishly it has impacted me hugely, I also fear for friends and family in the at risk group and who have no choice but to continue working as a key worker and not adequately protected.  

I am worried about the future of the UK and the impact on the economy and the livelihoods so many who are currently furloughed as a result of the pandemic. ",fear,6,9,7,0.004129259381443262,0.3478434383869171,0.4237132966518402,0.00010932306759059429,0.999908983707428,0.9608415961265564,False,True,True,"The text expresses significant emotional distress related to various aspects including personal fears during pregnancy, concerns for others, worries about the future of the country, and feelings of sadness over the situation.","```json
{
  ""anger"": false,
  ""fear"": true,
  ""sadness"": true,
  ""reasoning"": ""The text expresses significant emotional distress related to various aspects including personal fears during pregnancy, concerns for others, worries about the future of the country, and feelings of sadness over the situation.""
}
```"
50,"At the moment I have mixed emotions.

Anger at how the pandemic began. Anger at the people who are determined to carry on living as normal when the majority of us are sticking to the rules. My children want to see their grandparents and cousins and friends but they know they can't and the reason why they can't but it is difficult to explain when they see people continuing to play football etc.

I'm angry that my son has missed nearly half a year of school. That it took 2 months for y daughter to get into a routine for nursery and not scream every morning but we will have to start from square one.

I miss my work and my colleagues, I miss my friends and my parents and siblings. I'm upset that we have had to cancel our holiday.

I'm worried as my husband has to continue to work and risk bringing the virus home everyday for a low wage. I'm also worried that the lack of routine will have a negative impact on my mental health.

All my emotions do not matter when you think  of how many people have died worldwide  to this virus.",sadness,8,4,5,0.026958150789141655,0.048931390047073364,0.40950968861579895,0.9983674883842468,0.022053316235542297,0.006837204564362764,True,False,True,"The text expresses strong feelings of anger towards the pandemic's onset and continued existence, frustration about restrictions on family visits and schooling routines, worry about financial stability and mental health impacts, and overall concern over the loss of life due to the virus.","```json
{""anger"": true, ""fear"": false, ""sadness"": true, ""reasoning"": ""The text expresses strong feelings of anger towards the pandemic's onset and continued existence, frustration about restrictions on family visits and schooling routines, worry about financial stability and mental health impacts, and overall concern over the loss of life due to the virus.""}
```"
51,It makes me angry that the media is feeding lies into society to drive fear. It is disgusting how many people are happy to submit to a state enforced home incarceration regime. It is easy to fool people but difficult to convince them they are being fooled. One day they will realise the truth but by then it will be too late. Keeping people under house arrest will not stop the spread of the so called virus. The level of imposed control and over reach of powers by the police is draconian and extreme.,anger,5,1,1,0.153236985206604,0.02027023769915104,0.01452640164643526,0.9998681545257568,0.012147171422839165,7.813211414031684e-05,True,True,False,"The text expresses strong negative emotions towards various societal issues including media manipulation, government surveillance, and police power, indicating anger and fear.","```json
{""anger"": true, ""fear"": true, ""sadness"": false, ""reasoning"": ""The text expresses strong negative emotions towards various societal issues including media manipulation, government surveillance, and police power, indicating anger and fear.""}
```"
52,"I feel very sad that there is so many people not taking this serious and still heading out to parks and beaches. I’m also sad that I can’t visit my family but I am so thankful for modern technologies that allow us all to keep in touch. My children would be upset at not seeing their aunts uncles grandparents and friends if it wasn’t for technology. 
We have found new ways to connect as a household too so we are all trying to find the positives in this anxious situation. We are playing scrabble and doing plenty of outdoor games in the garden. It’s nice talking to my children about other stuff rather than letting the usual downsides of working and travel and school get in the way. 
",sadness,1,5,7,0.0025241528637707233,0.001997639425098896,0.6587199568748474,5.671904727932997e-05,0.7502326369285583,0.9954172372817993,False,False,True,The text expresses feelings of sadness due to concerns about people not taking something seriously and being unable to visit family members.,"```json
{
  ""anger"": false,
  ""fear"": false,
  ""sadness"": true,
  ""reasoning"": ""The text expresses feelings of sadness due to concerns about people not taking something seriously and being unable to visit family members.""
}
```"
53,"i feel sad and lonely and scared , today my husband was confirmed to have prostrate cancer and i want to see my family and i cant. i feel scared.Once lockdown is over i can see my family again but its not the same talking on the phone as opposed to getting a hug and a cuddle.
I just so worry if i will ever see my family again , but then again a lot of people are probably hfeel how i am , I just wish they would get a vaccine and make us all safe again , this has affeted us all in diffrent ways but as my husband is on a pension at lease our money is not affected",fear,5,9,6,0.004822063725441694,0.23303180932998657,0.3478465974330902,4.451983477338217e-05,0.9995744824409485,0.9982725381851196,False,True,True,"The text expresses feelings of sadness, loneliness, and fear due to the loss of a loved one and uncertainty about future reunions.","```json
{
  ""anger"": false,
  ""fear"": true,
  ""sadness"": true,
  ""reasoning"": ""The text expresses feelings of sadness, loneliness, and fear due to the loss of a loved one and uncertainty about future reunions.""
}
```"
54,"The Covid-19 has made me feel Lonely and sad, i miss my friends and family, i miss going out, i miss normality. 
I want this to be over. 
I feel sad for the people this has affected and i worry that it will affect those i love.
I worry for my job which will impact my mortgage etc.
The whole thing opens up your eyes and makes you realise you should not to take things for granted.
I pray this does not hurt many more people and that people stay home so that this virus can dissapear as soon as possible",sadness,8,8,9,0.0065326327458024025,0.017232995480298996,0.7026713490486145,7.397431181743741e-05,0.048405956476926804,0.9998780488967896,False,True,True,"The text expresses feelings of loneliness, sadness, concern about health impacts, worries about finances, and a desire for an end to the situation. The overall tone is one of distress and anxiety.","```json
{
  ""anger"": false,
  ""fear"": true,
  ""sadness"": true,
  ""reasoning"": ""The text expresses feelings of loneliness, sadness, concern about health impacts, worries about finances, and a desire for an end to the situation. The overall tone is one of distress and anxiety.""
}
```"
55,"Very worried as I feel people aren't taking things seriously enough. Also feel the government is handling it very badly. I'm very worried that my family could get it, I feel that because people are not self isolating properly, and people are not keeping a reasonable distance in shops, someone I know is going to get very ill from it, this is probably the most angry I have been in my life at a political situation, which I believe this is, as the government is clearly not doing enough to stop people from going outdoors, seeing friends and families etc.",anger,9,9,8,0.013577781617641449,0.2748679220676422,0.0945887640118599,0.9912717342376709,0.99964439868927,0.0011972112115472555,True,True,False,The text expresses strong negative emotions including anger towards the government's handling of the situation and fear about potential health risks and social isolation due to lack of proper precautions.,"```json
{""anger"": true, ""fear"": true, ""sadness"": false, ""reasoning"": ""The text expresses strong negative emotions including anger towards the government's handling of the situation and fear about potential health risks and social isolation due to lack of proper precautions.""}
```"
56,"I feel very angry that people are not compiling to the whole ‘lockdown’ situation - that also includes businesses that are not ready to pay their employers who have to work in the frontline (postmen/women, shop workers, nurses, caters, delivery workers etc). 
I’m fearful that my family may get it if they’re not careful because they HAVE to go into work. 
It’s not really social distancing and helping stop the virus if people are still going out to do their daily shopping or meeting in parks! 
I’m anxious, very anxious that everything is out of my hands and I cannot do anything to help. I don’t have medical skills to help with the NHS and even if I did, would I put myself and my family at risk because the government are not ready to provide the right PPE.
I hate that the government have left this situation for too long that now it’s spiralling out of control. 
 ",anger,9,9,9,0.07906703650951385,0.46836403012275696,0.06887486577033997,0.9998906850814819,0.9799381494522095,5.37006781087257e-05,True,True,False,"The text expresses strong negative emotions including anger towards those not complying with lockdown measures and businesses not being prepared, as well as fear about the spread of the virus due to continued exposure despite lack of proper precautions.","```json
{
  ""anger"": true,
  ""fear"": true,
  ""sadness"": false,
  ""reasoning"": ""The text expresses strong negative emotions including anger towards those not complying with lockdown measures and businesses not being prepared, as well as fear about the spread of the virus due to continued exposure despite lack of proper precautions.""
}
```"
57,"I am worried and sad about the current Corona situations. I've had to close my business until further notices which I completely understand but I'm also sad about it as I love what I do. 

I am worried about friends and family. I have a relative in a care home and we know that if he gets the disease then it is very unlikely that he'll survive. This makes me feel extremely sad and also guilty that I can't visit him though I understand the reasons why I can't.

I'm also worried about a number of people that I know that live with mental ill health. They are struggling, really struggling and I do what I can by texting and talking to them.

I'm also very proud of my family. My children are now home from university. One of them is waiting to hear about what is happening with her finals and the other is in his first year. I couldn't be prouder of how they are responding to the virus. They are both doing everything they should and shouldn't be doing and they are being very supportive and helping keep morale high in our house. 

Sad, anxious, worried but proud. ",sadness,2,8,9,0.004113289527595043,0.029675619676709175,0.6654043197631836,4.451983477338217e-05,0.9985618591308594,0.9984632134437561,False,True,True,"The text expresses a range of emotions including worry, sadness, and pride related to the current situation involving the coronavirus pandemic.","```json
{
  ""anger"": false,
  ""fear"": true,
  ""sadness"": true,
  ""reasoning"": ""The text expresses a range of emotions including worry, sadness, and pride related to the current situation involving the coronavirus pandemic.""
}
```"
58,"I’m feeling sad at the moment. I feel the government is reacting to the the issues opposed to being ahead of the game and this is causing a loss of life. I also feel sadness and disappointment in the public that aren’t sticking to the clear, simple instructions! The result of this will be an enforced lockdown which will have a negative impact on people as the warm weather arrives in the coming months. I’m sad that I can’t see members of my family that live less than 1 mile away from me, one of those family members is my 91 year old grandmother.",sadness,3,3,7,0.005432355683296919,0.003042428055778146,0.7991424798965454,6.377048703143373e-05,0.019363639876246452,0.9998557567596436,False,True,True,"The text expresses sadness due to concerns about government actions leading to loss of life, lack of adherence to instructions, and potential lockdowns affecting families, especially elderly ones.","```json
{""anger"": false, ""fear"": true, ""sadness"": true, ""reasoning"": ""The text expresses sadness due to concerns about government actions leading to loss of life, lack of adherence to instructions, and potential lockdowns affecting families, especially elderly ones.""}
```"
59,"I am very angry at the moment because people are not listening to the rules, for instance do not congregate, do not meet family and friends, stand 2 meters away from each other.  I am so angry because if people do not comply then this virus will take forever to be cured.  My neighbours are complete lunatics, they are having parties, load music, walking around as if nothing has happened.  I am fuming, I won't to report them, but I cannot as they live next door and I don't want any trouble.  Also I go out for a walk in the fields near where I live as I have diabetes and I do not have a clue how my sugar levels are and I would guarantee some uneducated peasant will be walking directly at me which makes me so angry ",anger,9,9,5,0.7306569218635559,0.004264315124601126,0.011011446826159954,0.9999260306358337,0.00018306820129510015,4.6474400733131915e-05,True,True,False,The text expresses strong negative emotions of anger towards others not following rules during a pandemic and also mentions fear about the consequences of non-compliance.,"```json
{
  ""anger"": true,
  ""fear"": true,
  ""sadness"": false,
  ""reasoning"": ""The text expresses strong negative emotions of anger towards others not following rules during a pandemic and also mentions fear about the consequences of non-compliance.""
}
```"
60,I’m scared someone in my family home will get the virus and end up severely ill in hospital. I’m constantly worried that if any of us go into hospital they may die alone. This worries me more with my two children. I’m being eaten up with anxiety at the thought of them being scared and without their mum or dad to make them feel better. I’m paralysed with fear that there may not be life support equipment for any of us should we need it. I’m concerned that if any of us get the Corona virus it’s missed as being severe enough to go to hospital and we die at home in pain. I am doing my best to keep my family away from other people so we can stay as healthy as possible,fear,1,9,5,0.003540595294907689,0.5947182178497314,0.1495950073003769,6.553815182996914e-05,0.9999181032180786,0.06359858065843582,False,True,True,"The text expresses significant concern about potential health risks and the impact on family members, indicating both fear and sadness.","```json
{
  ""anger"": false,
  ""fear"": true,
  ""sadness"": true,
  ""reasoning"": ""The text expresses significant concern about potential health risks and the impact on family members, indicating both fear and sadness.""
}
```"
61,"Not fearful of the disease. I’ve had some of the symptoms. Angry with government response or lack of it. Way too complacent about the threat. More concerned about their careers than helping people. Annoyed at lack of Ppe for nhs and care staff, And annoyed at dismal state that NHS was in to meet this threat. Full of admiration for NHS and care staff. Believe strongly that we cannot go back to how things were. 

As someone who had symptoms- shortness of breath and fatigue etc I found being in fresh air very helpful. Think there should be policing of open areas but not widespread closures of parks etc.",anger,6,2,6,0.160812646150589,0.0027852817438542843,0.005294265691190958,0.9994917511940002,0.0003697388747241348,7.22608165233396e-05,True,False,False,"The text expresses anger towards the government's response and complacency regarding the threat, as well as annoyance at the lack of personal protective equipment (PPE) and poor state of the NHS. The author also admires the NHS and care staff and believes they cannot return to previous conditions.","```json
{""anger"": true, ""fear"": false, ""sadness"": false, ""reasoning"": ""The text expresses anger towards the government's response and complacency regarding the threat, as well as annoyance at the lack of personal protective equipment (PPE) and poor state of the NHS. The author also admires the NHS and care staff and believes they cannot return to previous conditions.""}
```"
62,"I am angry and disgusted about people who don’t adhere to the rules and don’t seem to care. I’m fearful about my mum who has to work on the frontline as a medical professional (I would rather she was at home). Everything makes me feel more anxious than usual, in particular the sound of emergency service sirens makes me very uncomfortable and I don’t know why. I’m still working (from home) but struggling to focus. Sadness is high for me, mainly in the economic side, I keep worrying how many suicides coronavirus will cause due to economic impact and it makes me very sad, also who gives spare change now to the homeless? That is very sad I think ",sadness,3,7,9,0.012258375994861126,0.245660200715065,0.6808692216873169,0.9995979070663452,0.9696707129478455,0.008847355842590332,True,True,True,"['The text expresses strong negative emotions towards others not following rules and being uncaring.', 'There is an underlying fear regarding personal safety and health during the pandemic.', 'Emotional distress is evident through anxiety over various aspects such as work, family, and societal issues.']","```json
{
  ""anger"": true,
  ""fear"": true,
  ""sadness"": true,
  ""reasoning"": [
    ""The text expresses strong negative emotions towards others not following rules and being uncaring."",
    ""There is an underlying fear regarding personal safety and health during the pandemic."",
    ""Emotional distress is evident through anxiety over various aspects such as work, family, and societal issues.""
  ]
}
```"
63,"The current pandemic is a very worrying time for everyone, I have found that it has made me feel more stressed because of financial worries, as my husband has now been furloughed. 
It has also increased my anxiety when I have to go food shopping because I know the queues will be horrendous, I am also worried about being able to buy food, especially when people were panic buying. 
It has also made me feel very sad that I am not allowed to go & see my parents who have underlying health conditions. It also makes me sad that I am not allowed to see my sister or Nephews. ",fear,1,9,6,0.004015381447970867,0.0713365226984024,0.5265966057777405,0.00025414692936465144,0.9989596605300903,0.9597997665405273,False,True,True,"The text expresses concern and worry about the pandemic's impact on daily life, including stress from financial concerns, anxiety over grocery shopping due to long lines, and sadness regarding restrictions preventing visits to family members with underlying health conditions.","```json
{""anger"":false,""fear"":true,""sadness"":true,""reasoning"":""The text expresses concern and worry about the pandemic's impact on daily life, including stress from financial concerns, anxiety over grocery shopping due to long lines, and sadness regarding restrictions preventing visits to family members with underlying health conditions.""}
```"
64,"angry there still people out and I about I have neaver seen so many people on bikes walking makes me so cross do people not get stay in and stay safe upset hurt that so many people have died just from this cross my partner is a key work at the hospital they have no ppe at all and now he is in ICU as there has not been the correct ppe so now he is lying in ICU get so mad at the way keyworks can not be covered, there is that many people in hospital makes me  upset angry any onew could catch it , young old , why has this happened ",fear,7,8,4,0.26025837659835815,0.007112761959433556,0.39820918440818787,0.9998736381530762,0.0015761827817186713,0.03327394276857376,True,False,False,"The user expresses strong negative emotions towards various aspects of their environment, including bike riders, lack of personal protective equipment (PPE) in hospitals, and the overall situation causing them to feel overwhelmed and frustrated.","```json
{""anger"": true, ""fear"": false, ""sadness"": false, ""reasoning"": ""The user expresses strong negative emotions towards various aspects of their environment, including bike riders, lack of personal protective equipment (PPE) in hospitals, and the overall situation causing them to feel overwhelmed and frustrated.""}
```"
65,"I hate being stuck in the house without the option to go out and socialise or browse the shops. I feel trapped and frustrated because we have no end date. I’m hating working from home and not being able to interact with my colleagues as normal, we are a very close team and we are all missing each other. The uncertainty is very upsetting and causes me anxiety to an extent. It’s hard work having to work from home normal hours then not be able to have any sort of social release on the weekends, it makes working just that bit less rewarding as there’s nothing to relax and let your hair down doing when you have finished the working week. ",sadness,3,1,8,0.11086836457252502,0.01686074770987034,0.1494949907064438,0.9661239981651306,0.015830138698220253,0.014587566256523132,False,True,True,"The text expresses frustration about being confined indoors, lack of social interaction, and the feeling of being trapped due to the absence of a clear end date. There's also mention of unhappiness with remote work conditions and feelings of anxiety caused by the uncertainty.","```json
{
  ""anger"": false,
  ""fear"": true,
  ""sadness"": true,
  ""reasoning"": ""The text expresses frustration about being confined indoors, lack of social interaction, and the feeling of being trapped due to the absence of a clear end date. There's also mention of unhappiness with remote work conditions and feelings of anxiety caused by the uncertainty.""
}
```"
66,"Anxious of what lies ahead, when this will be over and if we will suffer more cancellations and delays in ‘normal life’. 
I am stressed of doing homeschooling for my 4 year old and being working from home and being a mum. 

My husband is furloughed from his full time job and main earner but I’m trying not to think about what happens after those paydays and how we will pay the bills.

I am scared of becoming ill and losing even more money and time, I am stressed of not being able to continue with normal chores and life. 
",sadness,8,7,8,0.003657732857391238,0.6051180958747864,0.07574360072612762,8.415109186898917e-05,0.9996499419212341,0.014559517614543438,False,True,False,"The text expresses anxiety, stress, and fear regarding various aspects such as homeschooling, work-from-home responsibilities, financial concerns, illness, and loss of normal life activities. There is no indication of anger or sadness.","```json
{""anger"":false,""fear"":true,""sadness"":false,""reasoning"":""The text expresses anxiety, stress, and fear regarding various aspects such as homeschooling, work-from-home responsibilities, financial concerns, illness, and loss of normal life activities. There is no indication of anger or sadness.""}
```"
67,"I feel very uneasy about the Corona virus situation. Not knowing how exactly it is getting spread and the social distancing instruction is worrying. The uncertainty of when the lockdown will be over is very draining and the inability to move about freely makes me feel depressed. I also feel fear for myself and immediate family as the survival rate are not great.
Watching television all day and sitting in the garden doesnt feel fulfilling enough and my inability to go to work and interact physically with my colleagues at work is demoralizing. I worry that this will not go away in a few weeks",fear,1,9,8,0.005229352507740259,0.09436457604169846,0.25089454650878906,0.00012339458044152707,0.9999134540557861,0.004934090189635754,False,True,True,"The user expresses concern about the coronavirus situation, feeling worried, drained, and depressed due to uncertainty and lack of freedom. They mention watching TV, sitting in the garden, and being unable to go to work, which indicates emotional distress.","```json
{
  ""anger"": false,
  ""fear"": true,
  ""sadness"": true,
  ""reasoning"": ""The user expresses concern about the coronavirus situation, feeling worried, drained, and depressed due to uncertainty and lack of freedom. They mention watching TV, sitting in the garden, and being unable to go to work, which indicates emotional distress.""
}
```"
68,"I am upset and annoyed at the virus and how many it is killing, harming and the damage it is doing to businesses, people's livelihood etc. I am not myself worried about contracting the virus or on how it will affect my income, thankfully. It has put a halt to everyones life which is an annoyance but hopefully it will be over and we can once again return to how we used to be. I miss friends, football and my daily life but i know that they arent playing second fiddle to this virus, i want people to respect it and stay indoors and listen to the government guidance.",anger,3,1,1,0.013166484422981739,0.004769098479300737,0.08769115060567856,0.999431848526001,0.003802224760875106,0.000539980479516089,True,False,False,"The text expresses strong negative emotions towards the virus, indicating concern and frustration without showing signs of worry or sadness.","```json
{""anger"": true, ""fear"": false, ""sadness"": false, ""reasoning"": ""The text expresses strong negative emotions towards the virus, indicating concern and frustration without showing signs of worry or sadness.""}
```"
69,"I feel sad that so many people are dying with this virus, and all the health professionals struggling to keep as many people alive as they can. My health isn't the best and I have to make sure I stay indoors so I can be safe and not catch the virus.  It can be a little scary and annoying seeing some people disobeying the rules and still going out and acting like everything is ok.                                                                                                                      
                               ",sadness,1,3,8,0.010440424084663391,0.2118500918149948,0.6421706676483154,0.004736748989671469,0.07323096692562103,0.9998746514320374,False,True,True,"The text expresses sadness about the death toll from the virus and the struggles of healthcare workers, indicating concern and empathy towards others affected by the situation.","```json
{""anger"":false,""fear"":true,""sadness"":true,""reasoning"":""The text expresses sadness about the death toll from the virus and the struggles of healthcare workers, indicating concern and empathy towards others affected by the situation.""}
```"
70,"I miss my friends and family and being able to go out whenever, wherever, with whomever I want. I am sad that this has happened to the world and that so many people are suffering. I am so annoyed and angry at the people who keep flouting the government guidelines and making everyone else struggle for longer. It's unfair that they don't feel like they have to help anyone else when there are people trying to save lives. There's so much death. My mum has cancer and she's a very high risk person but she's been told she won't be able to get help if she gets the virus. Yet people who blatantly disregard the safety rules will probably be absolutely fine.",sadness,3,2,9,0.10074836760759354,0.004477246664464474,0.7653569579124451,0.995408296585083,0.16735470294952393,0.9339748620986938,True,True,True,The text expresses strong negative emotions including anger towards those disregarding safety measures and fear about the impact on loved ones and public health. The author also shows sadness over personal circumstances and societal issues such as lack of support for vulnerable groups during a pandemic.,"```json
{""anger"": true, ""fear"": true, ""sadness"": true, ""reasoning"": ""The text expresses strong negative emotions including anger towards those disregarding safety measures and fear about the impact on loved ones and public health. The author also shows sadness over personal circumstances and societal issues such as lack of support for vulnerable groups during a pandemic.""}
```"
71,"At the minute I feel anxious, because I don’t know how we can move away from lockdown without causing another huge amount of cases of coronary. If there was some plan that the public were aware of then this would ease my anxiety but at present the government are not giving anything away in terms of what the next steps might be. Even if they do not know themselves 100% what will happen they must have some options that they are considering. It would be helpful for me personally to understand what they might be",sadness,2,6,8,0.002077617449685931,0.1641184687614441,0.029119957238435745,0.00043563012150116265,0.9998902678489685,0.0016198053490370512,False,True,False,"The text expresses concern about the lack of clarity regarding future plans during the pandemic, which is primarily characterized by fear.","```json
{
  ""anger"": false,
  ""fear"": true,
  ""sadness"": false,
  ""reasoning"": ""The text expresses concern about the lack of clarity regarding future plans during the pandemic, which is primarily characterized by fear.""
}
```"
